species,country,region,company,harvest_year,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor,total_cup_points
Arabica,Guatemala,antigua,"siembras vision, s.a.",2016,7.67,7.5,10,10,10,7.5,7.58,7.75,7.42,7.75,83.17
Arabica,Honduras,marcala,cadexsa,2016,7.67,7.5,10,10,10,7.67,7.5,7.67,7.5,7.67,83.17
Arabica,China,yunnan,yunnan coffee exchange,2015,7.5,7.67,10,10,10,7.67,7.67,7.67,7.33,7.67,83.17
Arabica,China,dehong prefecture,yunnan coffee exchange,2015,7.67,7.67,10,10,10,7.58,7.42,7.67,7.5,7.67,83.17
Arabica,El Salvador,apaneca,consejo salvadoreño del café,2016,7.5,7.5,10,10,10,7.67,8,7.67,7.33,7.5,83.17
Arabica,Guatemala,antigua,"siembras vision, s.a.",2015,7.5,7.5,10,10,10,7.5,7.58,7.83,7.5,7.75,83.17
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2015,7.92,7.42,10,10,10,7.5,7.5,7.75,7.42,7.67,83.17
Arabica,Kenya,kenya,taylor winch (coffee) ltd,2014,7.83,7.83,9.33,9.33,9.33,8.5,7.83,7.75,7.67,7.75,83.17
Arabica,Thailand,thailand,doi tung development project,2014,7.67,7.5,10,10,10,7.67,7.42,7.75,7.58,7.58,83.17
Arabica,Tanzania,mbinga,tutunze kahawa ltd,2014,7.58,7.67,10,10,10,7.58,7.42,7.58,7.67,7.67,83.17
Arabica,Colombia,huila,racafe & cia s.c.a,2014,7.58,7.75,10,10,10,7.67,7.5,7.67,7.5,7.5,83.17
Arabica,Uganda,eastern,kabum trading company,2014,8,7.67,10,10,10,7.58,7.33,7.42,7.5,7.67,83.17
Arabica,Colombia,,green mountain coffee,2014,7.58,7.58,10,10,10,7.58,7.58,7.58,7.5,7.75,83.17
Arabica,Honduras,san marcos,"olam honduras, s.a.",2013,7.5,7.67,10,10,10,7.67,7.67,7.67,7.5,7.5,83.17
Arabica,Honduras,comayagua,cigrah,2015,7.67,7.5,10,10,10,7.67,7.5,7.67,7.5,7.67,83.17
Arabica,Guatemala,san marcos,"agricola nueva granada, s.a.",2014,7.33,7.67,10,10,10,7.67,7.33,8.17,7.17,7.83,83.17
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2013,7.5,7.58,10,10,10,7.67,7.92,7.42,7.58,7.5,83.17
Arabica,Tanzania,kilimanjaro,taylor winch (t) ltd,2014,7.58,7.58,10,10,10,7.58,7.58,7.75,7.58,7.5,83.17
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.67,7.5,10,10,10,7.67,7.5,7.67,7.33,7.83,83.17
Arabica,Mexico,chiapas,cesmach s.c.,2013,7.75,7.75,10,10,10,7.42,7.5,7.58,7.58,7.58,83.17
Arabica,Mexico,"tlanchinol, hidalgo",,2012,7.75,7.67,10,10,10,7.58,7.42,7.5,7.58,7.67,83.17
Arabica,Mexico,san bartolo tutotepec,,2012,7.58,7.67,10,10,10,7.58,7.5,7.67,7.42,7.75,83.17
Arabica,Colombia,huila,c.i.racafe & cia s.c.a,2012,7.67,7.25,10,10,10,8.17,7.58,7.5,7.5,7.5,83.17
Arabica,Mexico,san isidro,,2012,7.75,7.58,10,10,10,7.58,7.58,7.75,7.42,7.5,83.17
Arabica,Colombia,huila,exportadora de cafe condor s.a,2012,7.58,7.5,10,10,10,7.67,7.67,7.58,7.5,7.67,83.17
Arabica,Mexico,la concordia,ecomtrading,2012,7.5,7.58,10,10,10,7.5,7.67,7.58,7.58,7.75,83.17
Arabica,Brazil,south of minas,nucoffee,2012,7.75,7.5,10,10,10,7.58,7.58,7.5,7.58,7.67,83.17
Arabica,Brazil,mogiana,nucoffee,2012,7.92,7.67,10,10,10,7.5,7.42,7.58,7.5,7.58,83.17
Arabica,Guatemala,oriente,coffee resources inc.,2012,7.75,7.5,9.33,10,10,8,7.92,7.5,7.67,7.5,83.17
Arabica,Brazil,south of minas,nucoffee,2011,7.75,7.58,10,10,10,7.5,7.75,7.5,7.58,7.5,83.17
Arabica,Brazil,south of minas,,2011,7.58,7.42,10,10,10,7.58,7.67,7.5,7.67,7.75,83.17
Arabica,El Salvador,santa ana,,2011,7.42,7.58,10,9.33,10,7.58,7.17,8.08,8.17,7.83,83.17
Arabica,Colombia,cundinamarca,carcafe ltda,2016,7.58,7.5,10,10,10,7.58,7.75,7.67,7.33,7.67,83.08
Arabica,Colombia,huila,racafe & cia s.c.a,2016,7.75,7.17,10,10,10,7.75,8,7.42,7.5,7.5,83.08
Arabica,Brazil,south of minas,ipanema coffees,2015,7.58,7.58,10,10,10,7.58,7.67,7.5,7.58,7.58,83.08
Arabica,Brazil,south of minas,ipanema coffees,2016,7.33,7.92,10,10,10,7.42,7.75,7.33,7.67,7.67,83.08
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",taiwan coffee laboratory,2015,7.83,7.75,10,10,9.33,7.25,7.67,7.83,7.5,7.92,83.08
Arabica,Brazil,chapadão de ferro (cerrado mineiro),bourbon specialty coffees,2015,7.42,7.5,10,10,10,7.67,7.75,7.5,7.58,7.67,83.08
Arabica,Brazil,south of minas,ipanema coffees,2015,7.58,7.67,10,10,10,7.5,7.42,7.42,7.67,7.83,83.08
Arabica,Costa Rica,central valley,coricafe s.a.,2014,7.83,7.5,10,10,10,7.67,7.58,7.67,7.5,7.33,83.08
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2013,7.33,7.58,10,10,10,7.67,7.83,7.33,7.58,7.75,83.08
Arabica,Taiwan,chiayi alishan 嘉義縣阿里山鄉,blossom valley宸嶧國際,2013,7.75,7.58,10,10,10,7.5,7.5,7.5,7.5,7.75,83.08
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2012,7.83,7.5,10,10,10,7.67,7.75,7.17,7.33,7.83,83.08
Arabica,Mexico,santa catarina juquila,finca las nubes,2012,7.75,7.5,10,10,10,7.5,7.5,7.75,7.42,7.67,83.08
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2012,7.67,8.08,10,9.33,9.33,8,7.92,7.67,7.5,7.58,83.08
Arabica,United States (Hawaii),kona,cqi,2012,7.33,7.42,10,10,10,7.58,7.67,7.92,7.58,7.58,83.08
Arabica,Colombia,cauca,,2010,7.83,7.58,10,10,10,7.92,7.42,7.25,7.33,7.75,83.08
Arabica,Indonesia,dolok sanggul,,2010,7.67,7.5,10,10,10,7.58,7.67,7.58,7.5,7.58,83.08
Arabica,Brazil,south of minas,ipanema coffees,2017,7.58,7.5,10,10,10,7.5,7.67,7.75,7.5,7.5,83
Arabica,Brazil,south of minas,ipanema coffees,2016,7.5,7.58,10,10,10,7.5,7.58,7.67,7.58,7.58,83
Arabica,Brazil,south of minas,ipanema coffees,2016,7.5,7.58,10,10,10,7.42,7.58,7.67,7.58,7.67,83
Arabica,Uganda,"kasese, mt. rwenzori",ucfa,2015,7.67,7.58,10,10,10,7.5,7.83,7.42,7.42,7.58,83
Arabica,Uganda,"kasese, mt. rwenzori",ucfa,2015,7.67,7.67,10,10,10,7.5,7.42,7.58,7.5,7.67,83
Arabica,Colombia,huila,carcafe ltda,2016,7.67,7.58,10,10,10,7.58,7.5,7.67,7.33,7.67,83
Arabica,Vietnam,vietnam cau dat,"sunvirtue co., ltd.",2014,7.75,8,10,10,9.33,7.67,7.42,7.58,7.58,7.67,83
Arabica,Guatemala,nuevo oriente,mercon guatemala s.a.,2015,7.67,7.42,10,10,10,7.5,7.42,7.92,7.33,7.75,83
Arabica,Guatemala,"el tumbador, san marcos","agricola nueva granada, s.a.",2015,7.75,7.58,10,10,10,7.42,7.5,7.75,7.33,7.67,83
Arabica,Guatemala,antigua,"siembras vision, s.a.",2015,7.83,7.33,10,10,10,7.5,7.75,7.67,7.25,7.67,83
Arabica,Brazil,high mogiana,atlantica eportacao e importcao ltda,2014,7.67,7.58,10,10,10,7.5,7.42,7.5,7.67,7.67,83
Arabica,Taiwan,嘉義阿里山,宸嶧國際,2014,7.92,7.17,10,10,10,7.25,7.33,7.58,7.83,7.92,83
Arabica,Uganda,kapchorwa,star cafe ltd,2013,7.83,7.5,10,10,10,7.5,7.58,7.5,7.5,7.58,83
Arabica,United States (Puerto Rico),yauco region,"hacienda alto grande, llc.",2013,7.67,7.42,9.33,10,10,7.83,7.75,7.83,7.67,7.5,83
Arabica,Guatemala,antigua,"siembras vision, s.a.",2014,7.67,7.42,10,10,10,7.5,7.5,7.83,7.42,7.67,83
Arabica,Costa Rica,central valley,coricafe s.a.,2013,7.67,7.67,10,10,10,7.5,7.5,7.58,7.5,7.58,83
Arabica,Brazil,sul de minas,exportadora de cafés carmo de minas ltda,2013,7.75,7.5,10,10,10,7.67,7.42,7.67,7.42,7.58,83
Arabica,Colombia,huila,racafe & cia s.c.a,2013,7.75,8.25,10,10,10,7.17,7.58,7.5,7.33,7.42,83
Arabica,Colombia,huila,exportadora de cafe condor s.a,2013,7.83,7.58,10,10,10,7.67,7.5,7.33,7.58,7.5,83
Arabica,Colombia,pitalito,carcafe ltda,2013,7.33,7.5,10,10,10,7.58,7.75,7.42,7.75,7.67,83
Arabica,Colombia,pitalito,carcafe ltda,2013,7.58,7.58,10,10,10,7.42,7.58,7.67,7.42,7.75,83
Arabica,Colombia,huila,c.i.racafe & cia s.c.a,2012,7.5,7.67,10,10,10,7.58,7.75,7.58,7.42,7.5,83
Arabica,Mexico,coatepec,,2012,7.67,7.58,10,10,10,7.58,7.67,7.5,7.42,7.58,83
Arabica,Mexico,atoyac de alvarez,finca la estancia,2012,7.67,7.83,10,10,9.33,7.67,7.58,7.58,7.5,7.83,83
Arabica,Mexico,coatepec,ecomtrading,2012,7.5,7.67,10,10,10,7.58,7.58,7.5,7.5,7.67,83
Arabica,Colombia,,exportadora de cafe condor s.a,2012,7.67,7.5,10,10,10,7.5,7.75,7.5,7.5,7.58,83
Arabica,Colombia,huila,exportadora de cafe condor s.a,2012,7.75,7.58,10,10,9.33,7.75,7.83,7.67,7.5,7.58,83
Arabica,Colombia,huila,exportadora de cafe condor s.a,2012,7.67,7.5,10,10,10,7.42,7.67,7.58,7.58,7.58,83
Arabica,Guatemala,"la reforma, san marcos","nuevos mercados, s.a.",2012,7.5,7.33,10,10,10,7.83,7.5,7.67,7.5,7.67,83
Arabica,Colombia,la plata,c.i.racafe & cia s.c.a,2011,7.67,7.5,10,10,10,7.42,7.67,7.5,7.58,7.67,83
Arabica,Thailand,,,2011,7.33,7.5,10,10,10,7.67,7.75,7.5,7.58,7.67,83
Arabica,Colombia,huila,,2011,7.5,7.42,10,10,10,7.58,7.58,7.67,7.67,7.58,83
Arabica,Nicaragua,matagalpa,,2010,7.58,7.92,9.33,9.33,9.33,8.08,7.92,7.92,7.75,7.83,83
Arabica,Brazil,south of minas,ipanema coffees,2017,7.67,7.5,10,10,10,7.5,7.58,7.58,7.5,7.58,82.92
Arabica,El Salvador,apaneca,soc. coop. cuzcachapa de r.l.,2017,7.5,7.5,9.33,10,10,7.83,7.92,7.58,7.75,7.5,82.92
Arabica,Colombia,guayata,racafe & cia s.c.a,2017,7.58,7.58,10,10,10,7.58,7.67,7.33,7.5,7.67,82.92
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",taiwan coffee laboratory,2016,7.17,7.75,10,10,10,7.58,7.67,7.67,7.25,7.83,82.92
Arabica,Ethiopia,"blida,kercha,guji,oromia",belayneh kindie,2016,7.58,7.58,10,10,10,7.58,7.58,7.5,7.5,7.58,82.92
Arabica,Taiwan,台東太麻里,宸嶧國際,2014,7.5,7.58,10,10,10,7.75,7.5,7.33,7.67,7.58,82.92
Arabica,Philippines,"bukidnon, mindanao, philppines",hineleban foundation,2015,7.58,7.5,10,10,10,7.5,7.5,7.58,7.67,7.58,82.92
Arabica,Philippines,asia pacific,ephemera traders,2014,8.08,7.42,10,10,10,7.5,7.33,7.42,7.67,7.5,82.92
Arabica,Mexico,cuarenteño,productos y servicios chilindron s.a. de c.v.,2015,7.83,7.58,10,10,10,7.5,7.5,7.58,7.25,7.67,82.92
Arabica,Mexico,chiapas,"tony's coffee and teas, inc.",2015,7.75,7.42,10,10,10,7.5,7.75,7.42,7.42,7.67,82.92
Arabica,Brazil,cerrado,expocaccer,2015,7.08,7.58,10,10,10,7.67,7.75,7.83,7.5,7.5,82.92
Arabica,Uganda,eastern,kawacom uganda ltd,2013,8,7.58,10,10,10,7.42,7.33,7.58,7.5,7.5,82.92
Arabica,Uganda,west nile,nyapea coffee farmers association,2013,7.75,7.5,10,10,10,7.5,7.5,7.5,7.58,7.58,82.92
Arabica,Guatemala,antigua,"siembras vision, s.a.",2014,7.75,7.5,10,10,10,7.5,7.67,7.58,7.42,7.5,82.92
Arabica,Guatemala,antigua,"siembras vision, s.a.",2014,7.67,7.67,10,10,10,7.5,7.33,7.5,7.42,7.83,82.92
Arabica,Guatemala,,thrive farmers,2012,7.58,7.75,10,10,10,7.58,7.58,7.58,7.25,7.58,82.92
Arabica,Colombia,huila,racafe & cia s.c.a,2013,7.58,7.58,10,10,10,7.58,7.58,7.33,7.75,7.5,82.92
Arabica,Colombia,huila,exportadora de cafe condor s.a,2013,7.75,7.67,10,10,10,7.5,7.75,7.5,7.25,7.5,82.92
Arabica,Guatemala,huehuetenango,exportcafe,2013,7.83,7.5,10,10,10,7.17,7.5,7.92,7.25,7.75,82.92
Arabica,Colombia,antioquia,olam international ltd,2013,7.83,7.5,10,10,10,7.58,7.5,7.42,7.42,7.67,82.92
Arabica,Mexico,petatlan,,2012,7.58,7.83,10,10,10,7.75,7.58,7.25,7.33,7.58,82.92
Arabica,Vietnam,don duong,royal base corporation,2012,7.67,7.67,10,10,10,7.42,8.08,7.58,7.17,7.33,82.92
Arabica,Mexico,la cumbre,union de ejidos san fernando de ri,2012,8,7.75,10,10,9.33,7.42,7.67,7.17,7.67,7.92,82.92
Arabica,United States (Hawaii),kona,cqi,2012,7.5,7.5,10,10,10,7.83,7.67,7.42,7.5,7.5,82.92
Arabica,Colombia,cauca,,2011,7.5,7.67,10,10,10,7.83,7.08,7.75,7.33,7.75,82.92
Arabica,Kenya,nyeri,keremara limited,2017,7.75,7.5,10,10,10,7.5,7.5,7.58,7.42,7.58,82.83
Arabica,Guatemala,san marcos,"unex guatemala, s.a.",2017,7.5,7.58,10,10,10,7.58,7.58,7.67,7.33,7.58,82.83
Arabica,Brazil,south of minas,ipanema coffees,2015,7.67,7.58,10,10,10,7.42,7.5,7.5,7.58,7.58,82.83
Arabica,El Salvador,"el balsamo, quezaltepec",consejo salvadoreño del café,2016,7.33,7.33,10,10,10,7.67,7.33,7.83,7.67,7.67,82.83
Arabica,Rwanda,gicumbi,bufcoffee ltd,2015,7.83,8,9.33,9.33,9.33,7.75,7.75,7.83,7.75,7.92,82.83
Arabica,Vietnam,vietnam tutra,"sunvirtue co., ltd.",2014,7.25,7.92,10,10,10,7.42,7.75,7.42,7.5,7.58,82.83
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2015,7.58,7.5,10,10,10,7.5,7.67,7.67,7.33,7.58,82.83
Arabica,Brazil,cerrado,cafebras comercio de cafés do brasil sa,2015,7.58,7.67,10,10,10,7.33,7.42,7.67,7.33,7.83,82.83
Arabica,Colombia,huila,essence coffee,2014,7.83,7.08,10,10,10,7.67,7.5,7.58,7.5,7.67,82.83
Arabica,United States,berastagi,olam specialty coffee,2014,7.42,7.58,10,10,10,7.75,7.75,7.5,7.25,7.58,82.83
Arabica,Guatemala,antigua,"siembras vision, s.a.",2014,7.67,7.5,10,10,10,7.17,7.42,7.67,7.75,7.67,82.83
Arabica,Colombia,santander,"coffeebythebag.com , inc.",2013,7.5,7.67,10,10,10,7.58,7.58,7.5,7.58,7.42,82.83
Arabica,Colombia,huila,racafe & cia s.c.a,2013,7.83,7.58,10,10,10,7.5,7.5,7.42,7.5,7.5,82.83
Arabica,Tanzania,arusha,tcb,2012,7.67,7.75,10,10,10,7.75,7.58,7.25,7.33,7.5,82.83
Arabica,Mexico,la concordia,beneficio custepec s.a. de c.v.,2012,7.58,7.5,10,10,10,7.5,7.5,7.58,7.5,7.67,82.83
Arabica,Mexico,veracruz,ecomtrading,2012,7.67,7.58,10,10,10,7.42,7.42,7.75,7.42,7.58,82.83
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7.67,7.42,10,10,10,7.92,7.33,7.5,7.33,7.67,82.83
Arabica,Mexico,la concordia,ecomtrading,2012,7.58,7.5,10,10,10,7.58,7.67,7.42,7.5,7.58,82.83
Arabica,El Salvador,santa ana,,2011,7.75,7.25,10,10,10,7.5,7.25,7.75,7.75,7.58,82.83
Arabica,Guatemala,santa rosa,mercon guatemala s.a.,2017,7.58,7.5,10,10,10,7.42,7.5,7.58,7.5,7.67,82.75
Arabica,Guatemala,san marcos,"unex guatemala, s.a.",2017,7.5,7.5,10,10,10,7.58,7.67,7.67,7.17,7.67,82.75
Arabica,Guatemala,santa rosa,"unex guatemala, s.a.",2017,7.5,7.58,10,10,10,7.5,7.67,7.58,7.42,7.5,82.75
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2017,7.42,7.67,10,10,10,7.5,7.5,7.67,7.42,7.58,82.75
Arabica,Indonesia,sapan toraja,pt. shriya artha nusantara,2017,7.5,7.58,10,10,10,7.5,7.58,7.58,7.42,7.58,82.75
Arabica,Guatemala,el progreso,"unex guatemala, s.a.",2017,7.58,7.67,10,10,10,7.67,7.33,7.58,7.33,7.58,82.75
Arabica,Taiwan,"台南市東山區( dongshan dist., tainan city)",taiwan coffee laboratory,2016,7.83,7.67,10,10,9.33,7.67,7.58,7.67,7.33,7.67,82.75
Arabica,El Salvador,cacahuatique,soc. coop. de caf. de ciudad barrios de r.l.,2017,7.67,7.67,10,10,10,7.67,7.58,7.33,7.17,7.67,82.75
Arabica,Costa Rica,tarrazu,"ceca,s.a.",2016,7.58,7.67,10,10,10,7.5,7.42,7.67,7.42,7.5,82.75
Arabica,Honduras,comayagua,cigrah s.a de c.v,2017,7.58,7.67,10,10,10,7.5,7.5,7.58,7.42,7.5,82.75
Arabica,Brazil,south of minas,ipanema coffees,2015,7.5,7.5,10,10,10,7.58,7.58,7.5,7.58,7.5,82.75
Arabica,China,yunnan,yunnan coffee exchange,2015,7.67,7.58,10,10,10,7.67,7.67,7.33,7.33,7.5,82.75
Arabica,China,menglian,yunnan coffee exchange,2015,7.5,7.5,10,10,10,7.5,7.5,7.67,7.42,7.67,82.75
Arabica,Colombia,huila,racafe & cia s.c.a,2014,7.5,7.5,10,10,10,7.5,7.33,7.75,7.58,7.58,82.75
Arabica,Malawi,mzuzu,mzuzu coffee planters coop union,2014,7.75,7.67,10,10,10,7.5,7.33,7.5,7.42,7.58,82.75
Arabica,Guatemala,jalapa,"armajaro guatemala, s. a.",2014,7.75,7.42,10,10,10,7.67,7.5,7.75,7.25,7.42,82.75
Arabica,Colombia,huila,coffee export,2014,7.67,7.67,10,10,10,7.67,7.33,7.58,7.42,7.42,82.75
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2013,7.67,7.42,10,10,10,7.5,7.33,7.83,7.42,7.58,82.75
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2013,7.58,7.75,10,9.33,9.33,8,7.42,7.75,7.75,7.83,82.75
Arabica,Colombia,antioquia,the coffee source inc.,2013,7.58,7.5,10,10,10,8.58,7.25,7.33,7.17,7.33,82.75
Arabica,Mexico,chiapas,cesmach s.c.,2013,7.58,7.58,10,10,10,7.5,7.5,7.5,7.5,7.58,82.75
Arabica,Mexico,veracruz,,2012,7.58,7.67,10,10,10,7.58,7.25,7.75,7.33,7.58,82.75
Arabica,Mexico,atoyac de alvarez,cafe shunuc,2012,8.08,8.08,10,10,6.67,7.92,7.83,8,8,8.17,82.75
Arabica,Colombia,south huila,ecom cca s.a.,2012,7.5,7.5,10,10,10,7.58,7.5,7.67,7.42,7.58,82.75
Arabica,Colombia,huila,c.i.racafe & cia s.c.a,2012,7.67,7.42,10,10,10,7.42,7.5,7.58,7.58,7.58,82.75
Arabica,United States (Hawaii),kona,cqi,2012,7.25,7.75,10,10,9.33,7.67,7.67,7.83,7.5,7.75,82.75
Arabica,Panama,boquete,hacienda la esmeralda,2012,7.42,7.58,10,10,10,7.75,7.5,7.58,7.5,7.42,82.75
Arabica,Brazil,south of minas,ipanema coffees,2017,7.5,7.5,10,10,10,7.5,7.58,7.75,7.25,7.58,82.67
Arabica,Brazil,south of minas,ipanema coffees,2016,7.5,7.5,10,10,10,7.42,7.5,7.67,7.5,7.58,82.67
Arabica,Laos,"paksong,laos",宸嶧國際,2015,7.67,7.58,10,10,10,7.5,7.42,7.42,7.42,7.67,82.67
Arabica,El Salvador,"el balsamo, quezaltepec",consejo salvadoreño del café,2016,7.67,7.5,9.33,10,10,7.67,7.5,7.67,7.67,7.67,82.67
Arabica,Mexico,veracruz,finca kassandra,2016,7.5,7.75,10,10,10,7.17,7.42,7.75,7.42,7.67,82.67
Arabica,Colombia,huila,federacion nacional de cafeteros,2015,7.75,7.42,10,10,10,7.75,7.33,7.58,7.33,7.5,82.67
Arabica,Brazil,south of minas,ipanema coffees,2016,7.58,7.5,10,10,10,7.5,7.5,7.67,7.42,7.5,82.67
Arabica,Brazil,monte carmelo,bourbon specialty coffees,2014,7.33,7.5,10,10,10,7.5,7.67,7.58,7.58,7.5,82.67
Arabica,Tanzania,karatu arusha,nitin coffee estate,2014,7.5,7.58,10,10,10,7.58,7.5,7.5,7.5,7.5,82.67
Arabica,Tanzania,mbinga,taylor winch (t) ltd,2014,7.58,7.58,10,10,10,7.58,7.33,7.58,7.5,7.5,82.67
Arabica,Taiwan,嘉義阿里山,宸嶧國際,2014,8,7.08,10,10,10,7.25,7.25,7.42,7.83,7.83,82.67
Arabica,Mexico,la yerba,productos y servicios chilindron s.a. de c.v.,2014,7.67,7.58,10,10,10,7.5,7.42,7.5,7.42,7.58,82.67
Arabica,Uganda,mt elgon,afca,2013,7.67,7.5,10,10,10,7.5,7.5,7.67,7.33,7.5,82.67
Arabica,Taiwan,chiayi alishan 嘉義縣阿里山鄉,blossom valley宸嶧國際,2013,7.67,7.5,10,10,10,7.5,7.5,7.5,7.5,7.5,82.67
Arabica,Thailand,phahi,"coffeas co., ltd",2013,7.42,7.5,10,10,10,7.5,7.58,7.67,7.5,7.5,82.67
Arabica,Colombia,huila,exportadora de cafe condor s.a,2012,7.75,7.42,10,10,10,7.42,7.58,7.25,7.67,7.58,82.67
Arabica,El Salvador,,atlantic specialty coffee,2012,7.92,7.67,9.33,10,10,7.58,7.92,6.75,7.5,8,82.67
Arabica,Guatemala,antigua,finca medina,2012,7.67,7.5,10,10,10,7.5,7.5,7.67,7.17,7.67,82.67
Arabica,Thailand,thailand,mae fah luang foundation,2012,7.83,7.58,9.33,10,10,7.83,7.58,7.33,7.83,7.33,82.67
Arabica,Mexico,,cafe montegrande,2012,7.58,7.58,10,10,10,7.5,7.42,7.58,7.42,7.58,82.67
Arabica,Mexico,mahuixtlan,grupo cafetalero los brujos,2012,7.5,7.58,10,10,10,7.42,7.42,7.58,7.58,7.58,82.67
Arabica,Colombia,52 narino (exact location: mattituy; municipal region: florida code 381,,2011,7.33,7.58,10,10,10,7.67,7.67,7.42,7.42,7.58,82.67
Arabica,Mexico,mexico,,2011,7.75,7.08,10,10,10,7.58,7.67,7.75,7.25,7.58,82.67
Arabica,Colombia,,,2010,7.5,7.58,10,10,10,7.83,7.67,7.33,7.33,7.42,82.67
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2017,7.5,7.5,10,10,10,7.5,7.5,7.75,7.42,7.42,82.58
Arabica,Taiwan,國姓鄉 guoshing township,taiwan coffee laboratory,2016,7.67,7.5,10,10,10,7.5,7.58,7.42,7.5,7.42,82.58
Arabica,Brazil,south of minas,volcafe ltda.,2016,7.5,7.5,10,10,10,7.33,7.75,7.5,7.42,7.58,82.58
Arabica,Taiwan,changhua baguashan 彰化市八卦山,宸嶧國際,2017,7.25,10,10,10,10,7,7,7.08,7,7.25,82.58
Arabica,Brazil,campos altos - cerrado,bourbon specialty coffees,2016,7.42,8,10,10,10,7.67,7.25,7.33,7.5,7.42,82.58
Arabica,Indonesia,aceh,pt. sari makmur tunggal mandiri,2015,7.83,7.5,10,10,10,7.5,7.42,7.33,7.42,7.58,82.58
Arabica,Thailand,thailand,doi tung development project,2014,7.75,7.5,10,10,10,7.5,7.42,7.67,7.42,7.33,82.58
Arabica,Thailand,chiangrai,"coffeas co., ltd",2014,7.42,7.5,10,10,10,7.5,7.58,7.42,7.58,7.58,82.58
Arabica,Tanzania,ikand village,tembo coffee company ltd,2014,7.75,7.5,10,10,10,7.5,7.58,7.5,7.33,7.42,82.58
Arabica,Uganda,eastern,kawacom uganda ltd,2013,7.83,7.42,10,10,10,7.42,7.42,7.58,7.42,7.5,82.58
Arabica,Costa Rica,central valley,coricafe s.a.,2013,7.67,7.58,10,10,10,7.75,7,7.67,7.5,7.42,82.58
Arabica,Mexico,veracruz,sustainable harvest,2014,7.58,7.58,10,10,9.33,7.67,7.67,7.75,7.42,7.58,82.58
Arabica,Guatemala,,s&d coffee and tea,2012,7.5,7.5,10,10,10,7.58,7.42,7.58,7.42,7.58,82.58
Arabica,Colombia,huila,exportadora de cafe condor s.a,2013,7.75,7.5,10,10,10,7.83,7.5,7.42,7.33,7.25,82.58
Arabica,Colombia,huila,exportadora de cafe condor s.a,2012,7.75,7.42,10,10,10,7.58,7.33,7.25,7.75,7.5,82.58
Arabica,Colombia,huila,exportadora de cafe condor s.a,2013,7.58,7.42,10,10,10,7.42,7.67,7.58,7.42,7.5,82.58
Arabica,Mexico,oaxaca,,2012,7.5,7.58,10,10,10,7.5,7.42,7.5,7.5,7.58,82.58
Arabica,Mexico,colima,organizaciones de productores de cafe colimense sa de cv,2012,7.67,7.5,10,10,10,6.83,7.67,7.75,7.58,7.58,82.58
Arabica,Colombia,huila,c.i.racafe & cia s.c.a,2012,7.33,7.67,10,10,10,7.5,7.67,7.42,7.58,7.42,82.58
Arabica,Brazil,south of minas,,2011,7.58,7.42,10,10,10,7.5,7.5,7.75,7.33,7.5,82.58
Arabica,Brazil,south of minas,ipanema coffees,2017,7.5,7.42,10,10,10,7.5,7.58,7.5,7.5,7.5,82.5
Arabica,Indonesia,bali,pt. shriya artha nusantara,2017,7.83,7.42,10,10,10,7.33,7.42,7.5,7.25,7.75,82.5
Arabica,Honduras,comayagua,cigrah,2017,7.58,7.5,10,10,10,7.5,7.5,7.5,7.33,7.58,82.5
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2016,7.5,7.5,10,10,10,7.5,7.67,7.5,7.33,7.5,82.5
Arabica,Thailand,thailand,doi tung development project,2014,7.5,7.83,10,10,9.33,7.42,7.33,7.75,7.5,7.83,82.5
Arabica,Thailand,chiangrai,"coffeas co., ltd",2014,7.33,7.5,10,10,10,7.5,7.67,7.5,7.5,7.5,82.5
Arabica,Tanzania,karatu arusha,shah plantations,2014,7.67,7.5,10,10,10,7.5,7.5,7.58,7.33,7.42,82.5
Arabica,Tanzania,moshi,amkeni gourmet coffee group,2014,7.75,7.58,10,10,10,7.58,7.58,7.58,7.42,7,82.5
Arabica,Mexico,chiapas,lusso coffee lab,2013,7.42,7.58,10,10,10,7.5,7.25,7.67,7.5,7.58,82.5
Arabica,Brazil,south of minas,ipanema coffees,2013,7.42,7.5,10,10,10,7.67,7.42,7.33,7.67,7.5,82.5
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.83,7.33,10,10,10,7.5,7.42,7.67,7.33,7.42,82.5
Arabica,Colombia,huila,exportadora de cafe condor s.a,2013,7.5,7.5,10,10,10,7.58,7.58,7.42,7.42,7.5,82.5
