species,country,region,company,harvest_year,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor,total_cup_points
Arabica,Costa Rica,tarrazu,"ceca,s.a.",2013,7.5,8.08,10,10,10,7.08,7.5,7.17,7.17,7.17,81.67
Arabica,Mexico,veracruz,sustainable harvest,2014,7.42,7.42,10,9.33,9.33,7.5,7.58,8,7.67,7.42,81.67
Arabica,Taiwan,changhua baguashan 彰化市八卦山,blossom valley宸嶧國際,2013,7.5,7.25,10,10,10,7.25,7.42,7.25,7.5,7.5,81.67
Arabica,Taiwan,nantou,blossom valley宸嶧國際,2013,7.58,7.25,10,10,10,7.33,7.33,7.42,7.33,7.42,81.67
Arabica,Mexico,"la concordia, chiapas",union ramal santa cruz spr de ri,2013,7.5,7.42,10,10,10,7.33,7.33,7.58,7.08,7.42,81.67
Arabica,Guatemala,jalapa,finca el morito,2012,7.5,7.17,10,10,10,7.33,7.33,7.33,7.33,7.67,81.67
Arabica,Mexico,tuxtla gutierrez,"productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",2012,7.25,7.58,10,10,8.67,7.58,7.67,7.67,7.58,7.67,81.67
Arabica,Mexico,yajalon,,2012,7.67,7.08,10,10,10,7.25,7.5,7.75,7.17,7.25,81.67
Arabica,Mexico,veracruz,,2012,7.5,7.17,10,10,10,7.42,7.42,7.42,7.33,7.42,81.67
Arabica,Mexico,"la concordia, chiapas",ecomtrading,2012,7.58,7.42,10,10,10,7.17,7.25,7.58,7.25,7.42,81.67
Arabica,Mexico,"sacún palma, municipio de chilón, chiapas","estrategias constructivas corzu, s.a. de c.v.",2012,7.75,7.67,10,10,9.33,7.33,7.58,7.17,7.25,7.58,81.67
Arabica,United States (Hawaii),kona,cqi,2012,7.42,7.25,10,10,10,7.83,7.17,7.33,7.33,7.33,81.67
Arabica,Guatemala,huehuetenango,"unex guatemala, s.a.",2017,7.42,7.42,10,10,10,7.33,7.42,7.5,7.08,7.42,81.58
Arabica,Taiwan,natou county,taiwan coffee laboratory,2016,7.42,7.25,10,10,10,7.25,7.33,7.67,7.25,7.42,81.58
Arabica,Costa Rica,turrialba,"ceca,s.a.",2015,7.58,7.25,10,10,10,7.58,7.08,7.17,7.5,7.42,81.58
Arabica,Tanzania,"oldeani , mongola",acacia hills ltd,2014,7.42,7.25,10,10,10,7.33,7.42,7.42,7.33,7.42,81.58
Arabica,Malawi,mzuzu,mzuzu coffee planters coop union,2014,7.42,7.33,10,10,10,7.33,7.33,7.58,7.17,7.42,81.58
Arabica,Taiwan,natou county,"red on tree co., ltd.",2014,7.33,7,9.33,10,10,8.25,8.33,7.08,7.08,7.17,81.58
Arabica,Brazil,south of minas,ipanema coffees,2013,7.42,7.33,10,10,10,7.25,7.5,7.33,7.33,7.42,81.58
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.42,7.17,10,10,10,7.5,7.42,7.58,7.17,7.33,81.58
Arabica,Mexico,"la concordia, chiapas",union ramal santa cruz spr de ri,2013,7.67,7.33,10,10,10,7.42,6.75,7.5,7.42,7.5,81.58
Arabica,Mexico,la concordia,finca santa cruz,2012,7.33,7.33,10,10,10,7.17,7.5,7.5,7.25,7.5,81.58
Arabica,Mexico,la concordia,finca santa cruz,2012,7.67,7.67,8.67,10,10,7.42,7.58,7.58,7.42,7.58,81.58
Arabica,Thailand,"doi chaang village, chiang rai, thialand",,2011,7.08,7.33,10,10,10,7.5,7.17,7.58,7.58,7.33,81.58
Arabica,Thailand,,,2011,7.33,7.33,10,10,10,7.33,7.58,7.5,7.17,7.33,81.58
Arabica,Guatemala,santa rosa,"unex guatemala, s.a.",2017,7.67,7.58,10,10,9.33,7.42,7.33,7.42,7.17,7.58,81.5
Arabica,Nicaragua,jalapa,exportadora atlantic s.a,2017,7.5,7.33,10,10,10,7.33,7.25,7.33,7.33,7.42,81.5
Arabica,Honduras,comayagua,cigrah,2017,7.5,7.33,10,10,10,7.25,7.17,7.42,7.33,7.5,81.5
Arabica,Guatemala,santa rosa,"unex guatemala, s.a.",2017,7.5,7.33,10,10,10,7.25,7.5,7.25,7.25,7.42,81.5
Arabica,Taiwan,古坑鄉荷包村尖山坑60號,宸嶧國際,2015,7.5,7.33,10,10,10,7.25,7.58,7.08,7.33,7.42,81.5
Arabica,Myanmar,ywar ngan township,"aung nay lin htun co., ltd",2015,7.25,7.42,10,10,10,7.33,7.33,7.5,7.25,7.42,81.5
Arabica,Costa Rica,occidental,santa laura exportadora de cafe s.l.e.c. s.a.,2014,7.83,7.33,10,10,10,7.5,7.33,7.08,7.08,7.33,81.5
Arabica,Malawi,mzuzu,mzuzu coffee planters coop union,2014,7.67,7.33,10,10,10,7.17,7.5,7.5,6.92,7.42,81.5
Arabica,Guatemala,oriente,outspan guatemala s.a.,2014,7.5,7.17,10,10,10,7.42,7.25,7.58,7.17,7.42,81.5
Arabica,Taiwan,natou county,"red on tree co., ltd.",2014,7.42,7.5,9.33,10,10,7.5,7.42,7.33,7.67,7.33,81.5
Arabica,Brazil,sul de minas,exportadora de cafés carmo de minas ltda,2014,7.58,7.75,9.33,9.33,9.33,7.83,7.67,7.67,7.5,7.5,81.5
Arabica,Haiti,"dondon, haiti",haiti coffee,2013,7.42,7.33,10,10,10,7.33,7.42,7.42,7.25,7.33,81.5
Arabica,Taiwan,taichung xinshe 台中市新社區,blossom valley宸嶧國際,2013,7.5,7.42,10,10,10,7.33,7.33,7.25,7.25,7.42,81.5
Arabica,Mexico,"la concordia, chiapas",ecomtrading,2013,7.33,7.25,10,10,10,7.5,7.5,7.42,7.17,7.33,81.5
Arabica,Mexico,amatenango de la frontera,ecomtrading,2012,7.58,7.17,10,10,10,7.33,7.33,7.42,7.25,7.42,81.5
Arabica,Mexico,temaxcalapa,,2012,7.42,7.08,10,10,10,8,7.17,7.42,7.17,7.25,81.5
Arabica,Mexico,manzanillo,,2012,7.33,7.25,10,10,10,7.42,7.33,7.33,7.33,7.5,81.5
Arabica,Mexico,tapachula,,2012,7.42,7.5,10,10,10,7.42,7.25,7.17,7.33,7.42,81.5
Arabica,Mexico,atoyac de alvarez,,2012,7.5,7.42,10,10,9.33,7.58,7.42,7.5,7.25,7.5,81.5
Arabica,Indonesia,ijen,scai,2012,7.75,7.17,10,10,10,7.33,7.58,7.33,7.17,7.17,81.5
Arabica,Brazil,sul de minas,exportadora de cafés carmo de minas ltda,2012,7.5,7.17,10,10,10,7.33,7.5,7.42,7.17,7.42,81.5
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7.33,7.42,10,10,10,7.33,7.17,7.42,7.33,7.5,81.5
Arabica,Mexico,veracruz,cafes tomari sa de cv,2017,7.58,7.25,10,10,10,7.33,7.5,7.33,7.08,7.33,81.42
Arabica,Guatemala,san marcos,"agricola nueva granada, s.a.",2016,7.42,7.42,10,10,10,7.25,7.33,7.58,7.08,7.33,81.42
Arabica,Brazil,cerrado,cafebras comercio de cafés do brasil sa,2016,7.33,7.5,10,10,10,7.42,6.83,7.33,7.5,7.5,81.42
Arabica,Honduras,marcala,cadexsa,2015,7.5,7.25,10,10,10,7.42,7.5,7.25,7.17,7.33,81.42
Arabica,Taiwan,苗栗三灣,宸嶧國際,2014,7.83,7.08,10,10,10,7.08,7.08,7.17,7.42,7.75,81.42
Arabica,Malawi,mzuzu,mzuzu coffee planters coop union,2014,7.58,7.42,10,10,10,7.42,7.08,7.42,7.33,7.17,81.42
Arabica,Brazil,south of minas,ipanema coffees,2015,7.25,7.42,10,10,10,7.33,7.33,7.17,7.42,7.5,81.42
Arabica,Guatemala,"san lucas toliman, solola",cafcom,2014,7.42,7.08,10,10,10,7.42,7.42,7.42,7.17,7.5,81.42
Arabica,Mexico,siltepec el triunfo,globus coffee,2014,7.67,7.33,10,10,10,7.42,7.25,7.17,7.25,7.33,81.42
Arabica,Peru,puno,sustainable harvest,2013,7.42,7.25,10,10,10,7.42,7.42,7.33,7.17,7.42,81.42
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.42,7.08,10,10,10,7.5,7.42,7.42,7.25,7.33,81.42
Arabica,Mexico,"huazalingo, hidalgo",,2012,7.42,7.58,10,10,10,7.42,7.25,7.17,7.25,7.33,81.42
Arabica,Mexico,"coatepec, coatepec",grupo cafetalero los brujos,2012,7.42,7.25,10,10,10,7.33,7.5,7.25,7.25,7.42,81.42
Arabica,Colombia,huila,exportadora de cafe condor s.a,2011,7.5,7.17,10,10,10,7.75,7.17,7.17,7.25,7.42,81.42
Arabica,Colombia,cauca,,2010,7.75,7.33,10,10,10,7.25,7.33,7,7.42,7.33,81.42
Arabica,Colombia,huila,racafe & cia s.c.a,2016,7.5,7.25,10,10,10,7.42,7.33,7.17,7.33,7.33,81.33
Arabica,Honduras,comayagua,cigrah s.a de c.v,2017,7.5,7.33,10,10,10,7.33,7.5,7.17,7,7.5,81.33
Arabica,Mexico,veracruz,ac la laja sa de cv,2016,7.67,7.17,10,10,10,7.08,7.58,7.42,7,7.42,81.33
Arabica,Brazil,cerrado,cafebras comercio de cafés do brasil sa,2016,7.25,7.33,10,10,10,7.42,7.33,7.33,7.33,7.33,81.33
Arabica,Honduras,marcala,cadexsa,2015,7.58,7.42,10,10,10,7.17,7.17,7.42,7.17,7.42,81.33
Arabica,Brazil,mantiqueira de minas,exportadora de cafés carmo de minas ltda,2015,7.17,7.42,10,10,10,7.33,7.42,7.25,7.42,7.33,81.33
Arabica,Philippines,"davao city, region 11",s3v international importing,2014,7.08,7.33,10,10,10,7.5,7.33,7.33,7.42,7.33,81.33
Arabica,Malawi,mzuzu,mzuzu coffee planters coop union,2014,7.75,7.25,10,10,10,7.25,7.33,7.33,7.08,7.33,81.33
Arabica,Honduras,san marcos,"olam honduras, s.a.",2014,7.33,7.33,10,10,10,7.33,7.5,7.33,7.17,7.33,81.33
Arabica,Mexico,tapachula,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,2012,7.58,7.25,10,10,10,7.25,7.25,7.33,7.25,7.42,81.33
Arabica,Mexico,veracruz,,2012,7.33,7.25,10,10,10,7.33,7.58,7.42,7.17,7.25,81.33
Arabica,Taiwan,"dongshan dist., tainan city 台南市東山區",taiwan coffee laboratory,2015,7.83,5.25,10,10,9.33,7.75,7.83,7.83,7.67,7.75,81.25
Arabica,Brazil,south of minas,ipanema coffees,2016,7.17,7.33,10,10,10,8.17,6.92,7.08,7.17,7.42,81.25
Arabica,Nicaragua,jinotega,"comercial internacional exportadora, s.a.",2015,7.08,7.5,10,10,10,7.25,7.42,7.17,7.33,7.5,81.25
Arabica,Honduras,marcala,cadexsa,2015,7.42,7.42,10,10,10,7.25,7.33,7.5,7.17,7.17,81.25
Arabica,Guatemala,huehuetenango,essence coffee,2014,7.33,7.33,10,10,10,7.33,7.42,7.25,7.17,7.42,81.25
Arabica,Tanzania,karatu ngorogoro,shangrilla estate ltd,2014,7.33,7.42,10,10,10,7.42,7.25,7.5,7.17,7.17,81.25
Arabica,Taiwan,nantou,blossom valley宸嶧國際,2013,7.5,7.25,10,10,10,7.25,7.25,7.25,7.25,7.5,81.25
Arabica,Guatemala,"sacatepequez, guatemala","siembras vision, s.a.",2013,7.5,7.08,10,10,10,7.25,7,7.58,7.5,7.33,81.25
Arabica,Mexico,motozintla,ecomtrading,2012,7.42,7.5,10,10,9.33,7.42,7.5,7.33,7.33,7.42,81.25
Arabica,Nicaragua,"dipilto, nueva segovia",exportadora atlantic s.a,2016,7.33,7.25,10,10,10,7.17,7.58,7.17,7.17,7.5,81.17
Arabica,Tanzania,"ruvuma, mbinga",mviwambi coffee farm,2016,7.67,7.17,10,10,10,7.17,7.5,7.33,7.17,7.17,81.17
Arabica,Mexico,"chiapas, jaltenango",exportadora café california,2015,7.75,7.17,10,10,10,7.25,7.08,7.25,7.08,7.58,81.17
Arabica,Costa Rica,tres rios,"cafetalera internacional cafinter, s.a.",2015,7.5,7.42,10,10,10,7.17,7.08,7.17,7.33,7.5,81.17
Arabica,Honduras,central region,cigrah,2015,7.42,7.33,10,10,10,7.33,7.33,7.42,7,7.33,81.17
Arabica,Thailand,chiangrai,"coffeas co., ltd",2014,6.83,7.42,10,10,10,7.42,7.5,7.17,7.42,7.42,81.17
Arabica,Philippines,corillera administrative,s3v international importing,2014,7.25,7.25,10,10,10,7.5,7.58,7.08,7.25,7.25,81.17
Arabica,Tanzania,mbinga,taylor winch (t) ltd,2014,7.58,7.33,10,10,10,7.25,7.33,7.33,7.17,7.17,81.17
Arabica,Malawi,southern- zomba,r.w.j wallace ltd,2014,7.58,7.25,10,10,10,7.33,7.33,7.08,7.33,7.25,81.17
Arabica,Costa Rica,central valley,coricafe s.a.,2014,7.33,7.25,10,10,10,7.58,7.33,7.25,7.33,7.08,81.17
Arabica,Brazil,monte carmelo,bourbon specialty coffees,2013,7.42,7.17,10,10,10,7.25,7.33,7.42,7.17,7.42,81.17
Arabica,Mexico,tapachula,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,2012,7.42,7.08,10,10,10,7.17,7.42,7.75,7.08,7.25,81.17
Arabica,Guatemala,oriente,the coffee source inc.,2012,7.42,7.25,10,10,10,7.42,7.25,7.25,7.33,7.25,81.17
Arabica,Brazil,south of minas,nucoffee,2012,7.42,7.08,10,10,10,7.17,7.5,7.42,7.25,7.33,81.17
Arabica,Ethiopia,sidamo,kerchanshe trading plc,2016,7.42,7.25,10,10,10,7.17,7.42,7.33,7.17,7.33,81.08
Arabica,Brazil,alta paulista (sao paulo),garca armazens,2016,7.58,7.33,9.33,10,9.33,7.58,7.75,7.25,7.5,7.42,81.08
Arabica,Nicaragua,jinotega,"comercial internacional exportadora, s.a.",2015,7.33,7,10,10,10,7.33,7.33,7.42,7.33,7.33,81.08
Arabica,United States,central america,conscious bean coffee,2014,7.42,7.17,10,10,10,7.33,7.25,7.42,7.33,7.17,81.08
Arabica,Tanzania,"iwala village, mbeya rural",taylor winch (t) ltd,2014,7.42,7.17,10,10,10,7.33,7.25,7.25,7.33,7.33,81.08
Arabica,Costa Rica,naranjo,the coffee source inc.,2014,7.42,7.17,10,10,10,7.58,7.25,7.25,7.17,7.25,81.08
Arabica,United States (Puerto Rico),yauco region,"hacienda alto grande, llc.",2013,7.67,8.5,10,10,6.67,7.67,7.58,7.58,7.67,7.75,81.08
Arabica,Mexico,san fernando,cafetera el grande s.a. de c.v.,2012,7.25,7.25,10,10,10,7.33,7.17,7.33,7.33,7.42,81.08
Arabica,Mexico,santo reyes nopala,,2012,7.33,7.08,10,10,10,7.42,7.25,7.42,7.33,7.25,81.08
Arabica,Mexico,santa maria sitepec,comercializadora profesional mexicana s.a. de c.v.,2012,7.33,7.25,10,10,10,7.25,7.25,7.42,7.25,7.33,81.08
Arabica,Mexico,talpa de allende,,2012,7.42,7.25,10,10,10,7.25,7.17,7.42,7.25,7.33,81.08
Arabica,United States (Hawaii),,kpfc,2012,7.42,7.33,10,10,10,7.17,6.92,7.58,7.25,7.42,81.08
Arabica,El Salvador,apaneca,soc. coop. cuzcachapa de r.l.,2017,7.42,7.25,10,10,10,7.58,7.25,7.33,7.08,7.08,81
Arabica,Brazil,grama valley,bourbon specialty coffees,2017,7.33,7.17,10,10,10,7.17,7.33,7.67,7.17,7.17,81
Arabica,Guatemala,norte,"unex guatemala, s.a.",2016,7.42,7.25,10,10,10,7.17,7.25,7.5,7.17,7.25,81
Arabica,Colombia,guayata,racafe & cia s.c.a,2016,7.67,7.75,10,10,10,7.75,7.67,5.25,7.42,7.5,81
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2015,7.5,7.25,10,10,10,7.25,7.5,7.25,7,7.25,81
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",taiwan coffee laboratory,2015,7.25,7.33,10,10,10,7.33,7.5,7.25,7.17,7.17,81
Arabica,Honduras,san marcos,"olam honduras, s.a.",2014,7.42,7.33,10,10,10,7.17,7.25,7.33,7.25,7.25,81
Arabica,Brazil,cerrado,bourbon specialty coffees,2014,7.67,7.75,10,6.67,10,7.75,7.83,7.75,7.83,7.75,81
Arabica,Tanzania,arusha,mlimani ngarashi,2014,7.33,7.33,10,10,10,7.33,7.17,7.42,7.08,7.33,81
Arabica,Uganda,eastern,kyagalanyi coffee ltd,2013,7.33,7.42,10,10,10,7.42,7.42,7.33,7.17,6.92,81
Arabica,Taiwan,nantou,blossom valley宸嶧國際,2013,7.5,7.25,10,10,10,7.33,7.33,7.33,7.33,6.92,81
Arabica,Thailand,thailand,doi tung development project,2012,7.33,7.17,10,10,10,7.17,7.25,7.42,7.25,7.42,81
Arabica,Mexico,"motozintla, chiapas",industrializadora de kaffee andes s.a. de c.v.,2012,7.08,7.25,10,10,10,7.25,7.42,7.33,7.33,7.33,81
Arabica,Mexico,adolfo lopez mateos,organizaciones de productores de cafe colimense sa de cv,2012,7.58,7.5,10,10,8,7.5,7.58,7.67,7.5,7.67,81
Arabica,Taiwan,taiwan,八杞莊園,2017,7.33,7.25,10,10,10,7.25,7.33,7.33,7.25,7.17,80.92
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2017,7.67,7.5,9.33,9.33,9.33,7.5,7.67,7.58,7.33,7.67,80.92
Arabica,Kenya,kiambu,c dorman ltd,2017,7.17,5.42,10,10,10,7.75,8,7.5,7.5,7.58,80.92
Arabica,Mexico,veracruz,grupo santab s.a. de c.v.,2017,7.5,7.33,10,10,9.33,7.33,7.5,7.42,7.17,7.33,80.92
Arabica,Myanmar,pyinoolwin,"sithar coffee co., ltd.",2015,7.17,7.42,10,10,10,7,7.33,7.58,7,7.42,80.92
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2014,7.42,7.25,10,10,10,7.25,7.58,7.17,7.17,7.08,80.92
Arabica,Tanzania,"manyara, karatu",karatu estate,2014,7.33,7.25,10,10,10,7.33,7.42,7.25,7.17,7.17,80.92
Arabica,Brazil,mantiqueira de minas,exportadora de cafés carmo de minas ltda,2015,7.25,7.25,10,10,10,7.33,7.25,7.25,7.25,7.33,80.92
Arabica,Taiwan,台中新社,宸嶧國際,2014,7.92,6.75,10,10,10,7.08,7.08,7.08,7.33,7.67,80.92
Arabica,Brazil,south of minas,ipanema coffees,2015,7.17,7.33,10,10,10,7.33,7.25,7.25,7.17,7.42,80.92
Arabica,Nicaragua,matagalpa,volcafe specialty coffee,2013,7.33,7.33,10,10,10,7.42,7.5,7,7.25,7.08,80.92
Arabica,Guatemala,jalapa,"armajaro guatemala, s. a.",2014,7.58,7.08,10,10,10,7.17,7.25,7.5,6.92,7.42,80.92
Arabica,Taiwan,taichung taiping 台中市太平區,blossom valley宸嶧國際,2013,7.42,7.25,10,10,10,7.25,7.25,7.25,7.25,7.25,80.92
Arabica,Taiwan,nantou,blossom valley宸嶧國際,2013,7.25,7.17,10,10,10,8.08,7.08,7.08,7.08,7.17,80.92
Arabica,Taiwan,new taipei zhonghe 新北市中和區,blossom valley宸嶧國際,2013,7.42,7.25,10,10,10,7.25,7.25,7.25,7.25,7.25,80.92
Arabica,Mexico,ixhuatlan del cafe,,2012,7.58,7,10,10,10,7.25,7.17,7.5,7.08,7.33,80.92
Arabica,Laos,"paksong,laos",宸嶧國際,2016,7.42,7.33,10,10,10,7.25,7.17,7.17,7.17,7.33,80.83
Arabica,Guatemala,orient,the coffee source inc.,2013,7.67,7.08,10,10,10,7.25,7.17,7.33,7.08,7.25,80.83
Arabica,Mexico,motozintla,productora rural la victoria s.p.r. de r.l.,2012,7.17,7.33,10,10,10,7.33,7.25,7.42,7.25,7.08,80.83
Arabica,Mexico,oaxaca,café san blas,2012,7.33,7.17,10,10,10,7.17,7.25,7.33,7.33,7.25,80.83
Arabica,Mexico,veracruz,,2012,7.5,7.25,10,10,10,7.17,7.17,7.25,7.33,7.17,80.83
Arabica,United States (Hawaii),kona,cqi,2012,7.42,7,10,10,10,7.5,7.33,7.25,7,7.33,80.83
Arabica,Colombia,huila,,2010,7.33,7.33,10,10,10,7.67,7.33,6.83,7,7.33,80.83
Arabica,Brazil,monte carmelo,bourbon specialty coffees,2016,7.17,7.25,10,10,10,7.58,7.25,7.17,7.08,7.25,80.75
Arabica,Myanmar,ywar ngan,,2015,6.92,7.17,10,10,10,7.08,7.5,7.58,7,7.5,80.75
Arabica,Guatemala,huehuetenango,exportcafe,2015,7.5,7.17,10,10,10,7.17,7.17,7.42,7,7.33,80.75
Arabica,Nicaragua,jinotega,"comercial internacional exportadora, s.a.",2015,7.25,7.25,10,10,10,7.25,7.33,7.25,7.17,7.25,80.75
Arabica,Honduras,"siguatepeque, comayagua",cigrah s.a de c.v,2015,7.5,7.08,10,10,10,7.17,7.25,7.42,7,7.33,80.75
Arabica,Panama,boquete,essence coffee,2014,7.25,7.17,10,10,10,7.17,7.33,7.33,7.17,7.33,80.75
Arabica,Honduras,marcala,cadexsa,2015,7.42,7.17,10,10,10,7.25,7.25,7.42,7.08,7.17,80.75
Arabica,Honduras,central region,cigrah,2015,7.25,7,10,10,10,7.33,7.25,7.5,7.08,7.33,80.75
Arabica,Costa Rica,san ramon,the coffee source inc.,2014,7.33,7.25,10,10,10,7.17,7.17,7.25,7.25,7.33,80.75
Arabica,Mexico,oaxaca,,2012,7.58,7.5,10,9.33,9.33,7.5,7.5,7.25,7.42,7.33,80.75
Arabica,Haiti,haiti,haiti coffee,2012,7.42,7.25,10,10,10,7.33,7.08,7.25,7.42,7,80.75
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2011,7.08,6.92,10,10,10,7.67,7.33,7.25,7.17,7.33,80.75
Arabica,Taiwan,taiwan,宸嶧國際,2016,7.33,7.33,10,10,10,7.33,7.42,7.08,7.08,7.08,80.67
Arabica,Indonesia,sumatra brastagi,pt. olam indonesia,2015,7.58,7.33,10,9.33,9.33,7.5,7.5,7.67,7,7.42,80.67
Arabica,Guatemala,antigua,"siembras vision, s.a.",2016,7.67,7,10,10,10,7.17,7.42,7.17,6.83,7.42,80.67
Arabica,Costa Rica,tarrazu,"ceca,s.a.",2015,7.83,8,10,10,6.67,7.5,7.83,7.67,7.67,7.5,80.67
Arabica,Malawi,southern- zomba,r.w.j wallace ltd,2014,7.5,7.17,10,10,10,7.17,7.25,7.17,7.17,7.25,80.67
Arabica,Mexico,"el desmoronado, talpan de allende jalisco",cafe don balbino s.c. de r.l. de c.v.,2014,7.25,7.25,10,10,10,7.42,7.17,7.25,7.17,7.17,80.67
Arabica,Colombia,santander,ecom cca sa,2014,7.67,8.5,6.67,10,10,7.75,7.5,7.67,7.42,7.5,80.67
Arabica,Guatemala,"san lucas toliman, solola","finca santo tomas pachuj, guatemala",2013,7.67,7.33,10,10,10,7,7,7.5,7,7.17,80.67
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7,7.17,10,10,10,7.33,7,7.33,7.5,7.33,80.67
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7,7.33,10,10,10,7.17,7.17,7.17,7.33,7.5,80.67
Arabica,Brazil,monte carmelo,bourbon specialty coffees,2016,7.33,7.42,10,10,9.33,7.25,7.58,7.08,7.33,7.25,80.58
Arabica,Nicaragua,nueva segovia,exportadora atlantic s.a,2016,7.08,7.33,10,10,10,7,7.42,7.25,7,7.5,80.58
Arabica,Tanzania,arusha,burka coffee estate,2014,7.25,7.25,10,10,10,7.25,7.33,7.33,7.08,7.08,80.58
Arabica,Brazil,south of minas,ipanema coffees,2015,7.42,7.25,10,10,10,7.25,7.08,7,7.33,7.25,80.58
Arabica,Honduras,occidental,beneficio santa rosa s.a.,2014,7.5,7.17,10,10,10,7,7.33,7.42,7,7.17,80.58
Arabica,Guatemala,huehuetenango,exportcafe,2014,7.17,7.25,10,10,10,7.25,7.17,7.5,6.83,7.42,80.58
Arabica,Taiwan,taiwan,王秋金,2017,7.17,7.17,10,10,10,7.25,7.17,7.42,7.17,7.17,80.5
Arabica,Guatemala,santa rosa,"peter schoelfeld, s.a",2017,7.33,7.25,10,10,10,7.17,7.25,7.17,7.08,7.25,80.5
Arabica,Honduras,ocotepeque,coffee planet corporation s.a,2017,7.58,7,10,10,10,7.08,7.33,7.17,7,7.33,80.5
Arabica,Mauritius,chamarel (south west),compagnie sucrière de bel ombre ltd,2016,7.25,7.25,10,10,10,7.17,7.25,7.17,7.17,7.25,80.5
Arabica,Brazil,vale da grama,bourbon specialty coffees,2016,7.25,7.33,10,10,9.33,7.25,7.33,7.5,7.17,7.33,80.5
Arabica,Myanmar,pyin oo lwin,shwe yin mar coffee,2015,7.17,7.08,10,10,10,7.08,7.25,7.42,7.17,7.33,80.5
Arabica,Guatemala,oriente,outspan guatemala s.a.,2014,7.5,7.17,10,10,10,7.17,7.17,7.5,6.83,7.17,80.5
Arabica,Brazil,mantiqueira de minas,exportadora de cafés carmo de minas ltda,2013,7.42,7.42,10,9.33,9.33,7.5,7.67,7.33,7.08,7.42,80.5
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2013,7.42,7.17,10,10,8.67,7.42,7.58,7.58,7.33,7.33,80.5
Arabica,Guatemala,huehuetenango,exportcafe,2013,7.5,6.67,10,10,10,7,7.17,7.67,7,7.5,80.5
Arabica,Mexico,zaragoza itundujia,cafeorganico.mx,2012,7.25,7.17,10,10,10,7.17,7.25,7.33,7.08,7.25,80.5
Arabica,Honduras,marcala,cadexsa,2016,7.25,7,10,10,10,7,7.33,7.42,7,7.42,80.42
Arabica,Taiwan,南投國姓,宸嶧國際,2014,7.58,7,10,10,10,7.17,7.17,7.17,7.17,7.17,80.42
Arabica,El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain",lusso coffee lab,2013,7.33,7.25,10,10,10,7.17,7.33,7.08,7.08,7.17,80.42
Arabica,China,yunnan,yunnan new century tech inc.,2013,7.25,7.17,10,10,10,7.17,7.33,7.17,7.25,7.08,80.42
Arabica,Taiwan,nantou,blossom valley宸嶧國際,2013,7.25,7,10,10,10,7.25,7.25,7.25,7.17,7.25,80.42
Arabica,Mexico,pochutla,ecomtrading,2012,6.92,7.25,10,10,10,7.17,7.33,7.5,7.08,7.17,80.42
Arabica,Mexico,la concordia,beneficio custepec s.a. de c.v.,2012,7.42,7.08,10,10,10,7.17,7.25,7.33,7.08,7.08,80.42
Arabica,Burundi,mumirwa,sangana commodities k limited,2016,7.08,7.33,10,10,10,7.08,7.08,7.33,7.17,7.25,80.33
Arabica,Tanzania,mkuu rombo,delfina farm,2016,7.25,7.17,10,10,10,7.08,7.42,7.25,7,7.17,80.33
Arabica,Tanzania,arusha,kongoni estate,2014,7.25,7.08,10,10,10,7.08,7.25,7.25,7.25,7.17,80.33
Arabica,Taiwan,taichung xinshe 台中市新社區,blossom valley宸嶧國際,2013,7.25,7,10,10,10,7.25,7.25,7.25,7.08,7.25,80.33
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.33,7.17,10,10,10,7.17,7,7.5,6.83,7.33,80.33
Arabica,Mexico,chilón,estrategias constructivas corzu s.a. de c.v.,2012,7.25,7.08,10,10,10,7.17,7.33,7.33,7.08,7.08,80.33
Arabica,United States (Hawaii),kona,cqi,2012,7.17,7.08,10,10,9.33,7.33,7.67,7.33,6.92,7.5,80.33
Arabica,Ethiopia,kelem welega,,2010,7.25,7.08,10,9.33,9.33,8,7.5,7.33,7.25,7.25,80.33
Arabica,Brazil,cerrado - monte carmelo - minas gerais,volcafe ltda.,2017,7.17,7.25,10,10,10,7,7,7.08,7.42,7.33,80.25
Arabica,Honduras,comayagua,cigrah s.a de c.v,2016,7.25,7.33,10,10,10,7,7.42,7,7,7.25,80.25
Arabica,Mexico,sierra madre occidental,cafe don balbino s.c. de r.l. de c.v.,2016,7.25,7.17,10,10,10,7,7.33,7.33,7,7.17,80.25
